,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
30370,3,0,1,4,1,0,1,177,2018,8,3,1,0,0,0,130.05,1,1
30371,2,0,1,3,0,0,1,144,2018,6,27,1,0,0,0,80.75,0,0
30372,3,0,0,2,1,1,4,144,2018,8,4,1,0,0,0,146.7,0,0
30373,2,0,1,4,2,0,1,197,2018,12,21,0,0,0,0,113.4,0,0
30374,3,0,0,1,1,0,4,0,2018,9,27,2,0,0,0,205.0,0,1
30375,2,0,1,2,1,1,1,71,2018,11,11,1,0,0,0,105.0,1,0
30376,2,0,1,1,1,0,1,26,2018,12,17,1,0,0,0,104.0,0,0
30377,1,0,1,1,1,0,1,85,2018,12,3,1,0,0,0,98.0,0,0
30378,2,0,2,2,0,0,1,33,2018,3,13,1,0,0,0,71.1,0,1
30379,1,0,0,2,2,0,1,74,2017,9,18,0,0,0,0,80.0,0,0
30380,1,0,2,1,1,0,1,1,2018,2,28,0,0,0,0,60.0,0,1
30381,1,0,2,4,1,0,1,69,2018,6,12,0,0,0,0,120.0,0,1
30382,3,0,0,4,2,0,4,107,2018,7,13,1,0,0,0,189.0,2,0
30383,2,0,1,4,1,0,1,145,2018,7,4,0,0,0,0,112.0,1,0
30384,2,0,1,1,2,0,1,4,2018,5,21,0,0,0,0,112.0,1,0
30385,2,0,0,3,1,0,1,204,2018,5,5,0,0,0,0,100.0,0,1
30386,1,0,2,0,1,0,1,18,2018,10,30,1,0,0,0,103.18,1,0
30387,3,0,1,0,1,0,4,20,2018,4,10,1,0,0,0,153.0,1,0
30388,1,0,0,3,1,0,4,42,2018,4,5,1,0,0,0,131.4,0,1
30389,2,0,0,3,1,0,4,97,2017,9,17,1,0,0,0,102.0,0,1
30390,2,0,2,2,1,0,1,71,2018,4,24,1,0,0,0,93.08,1,0
30391,2,0,2,3,1,0,1,157,2018,6,26,1,0,0,0,90.95,0,1
30392,1,0,1,0,0,0,1,53,2018,9,11,1,0,0,0,94.32,0,0
30393,2,0,0,2,1,0,1,263,2018,10,21,0,0,0,0,110.0,0,1
30394,1,0,2,1,1,0,1,24,2018,2,6,1,0,0,0,85.0,0,1
30395,2,0,1,2,1,0,1,16,2018,1,15,1,0,0,0,98.0,1,0
30396,2,0,1,3,1,0,4,79,2018,4,4,1,0,0,0,95.2,1,0
30397,2,1,0,2,1,0,1,84,2018,7,15,1,0,0,0,121.5,2,0
30398,2,0,0,3,1,0,1,160,2017,12,30,0,0,0,0,70.67,0,0
30399,2,0,1,2,1,0,4,185,2018,12,16,1,0,0,0,103.5,0,0
30400,2,0,1,2,1,0,1,150,2018,10,3,1,0,0,0,118.8,2,0
30401,3,0,1,1,1,0,4,41,2018,6,4,1,0,0,0,150.3,0,1
30402,3,0,0,4,2,0,4,12,2018,2,24,1,0,0,0,184.0,3,0
30403,3,0,0,4,1,0,4,175,2018,8,2,1,0,0,0,130.05,1,1
30404,1,0,0,1,0,0,1,2,2018,4,5,1,0,0,0,89.0,2,0
30405,1,0,0,1,1,1,1,2,2018,10,27,2,0,0,0,67.0,0,0
30406,2,0,1,2,1,0,1,19,2017,9,14,1,0,0,0,105.0,2,0
30407,1,0,1,1,1,0,1,1,2018,3,7,1,0,0,0,95.0,0,0
30408,2,0,1,3,1,0,4,38,2018,10,3,1,0,0,0,95.48,1,0
30409,2,0,0,2,2,0,1,256,2018,6,15,0,0,0,0,115.0,1,1
30410,1,0,1,2,1,0,4,5,2017,11,2,1,0,0,0,105.0,1,0
30411,2,0,0,2,1,0,1,86,2017,9,9,2,0,0,0,95.0,0,0
30412,2,0,0,3,1,0,4,30,2018,10,5,1,0,0,0,157.5,0,1
30413,1,0,0,3,1,0,1,37,2018,10,13,0,0,0,0,95.0,0,0
30414,2,0,0,2,1,0,1,46,2018,6,17,4,0,0,0,0.0,0,0
30415,2,0,1,1,1,0,1,3,2018,8,13,1,0,0,0,207.0,0,1
30416,2,0,0,3,1,0,4,57,2018,9,1,1,0,0,0,123.3,1,1
30417,2,0,1,5,1,0,1,255,2018,9,12,1,0,0,0,100.3,0,1
30418,1,0,1,3,1,1,1,12,2018,2,15,1,0,0,0,95.0,0,0
30419,2,0,2,5,1,0,4,12,2018,3,3,1,0,0,0,111.14,0,1
30420,2,0,2,2,0,0,1,54,2018,10,2,1,0,0,0,108.0,0,1
30421,2,0,1,2,1,0,1,305,2018,11,4,0,0,0,0,89.0,0,1
30422,2,0,0,3,1,0,4,124,2018,10,25,1,0,0,0,104.4,0,1
30423,2,0,1,0,1,0,1,86,2018,11,13,1,0,0,0,93.6,0,1
30424,2,1,1,3,1,0,1,8,2018,2,18,0,0,0,0,72.0,1,0
30425,2,2,1,3,1,0,6,230,2018,8,25,1,0,0,0,158.95,0,1
30426,2,0,2,3,1,0,1,7,2017,9,12,1,0,0,0,142.6,1,0
30427,1,0,1,3,1,0,1,71,2018,3,17,1,0,0,0,70.13,1,0
30428,2,0,0,2,1,0,1,112,2018,6,2,0,0,0,0,100.0,0,0
30429,2,0,0,2,1,0,4,126,2018,12,30,1,0,0,0,139.88,1,1
30430,2,0,0,3,0,0,1,174,2018,6,29,1,0,0,0,85.5,1,0
30431,2,0,1,2,0,0,1,78,2018,7,4,1,0,0,0,107.1,0,1
30432,2,0,1,4,1,0,1,103,2018,10,17,1,0,0,0,118.8,3,0
30433,2,0,2,5,2,0,1,277,2018,9,5,0,0,0,0,89.14,1,0
30434,2,0,2,3,1,0,1,39,2018,11,10,1,0,0,0,114.41,2,0
30435,1,0,1,2,1,0,1,4,2018,9,19,2,1,1,1,65.0,1,0
30436,2,0,0,2,1,0,1,31,2018,2,4,2,0,0,0,77.0,0,0
30437,2,1,2,1,1,0,1,68,2018,10,8,1,0,0,0,135.0,3,0
30438,2,0,0,3,1,0,1,173,2017,9,8,1,0,0,0,85.0,0,1
30439,3,0,0,3,1,1,4,106,2018,8,9,1,0,0,0,159.3,2,0
30440,2,2,1,2,1,0,6,82,2018,3,25,1,0,0,0,168.3,0,1
30441,2,0,2,2,1,0,1,56,2017,9,25,0,0,0,0,185.0,0,0
30442,2,0,2,0,2,0,1,108,2018,5,8,0,0,0,0,110.75,0,1
30443,1,1,1,3,1,0,1,173,2018,7,11,1,0,0,0,65.49,1,0
30444,2,0,4,6,1,0,4,10,2018,6,12,1,0,0,0,148.0,0,1
30445,1,0,0,1,1,0,1,1,2018,9,20,3,0,0,0,95.0,0,0
30446,2,0,1,1,1,0,1,52,2018,11,5,1,0,0,0,77.76,0,0
30447,2,0,0,3,0,0,1,95,2018,3,23,1,0,0,0,81.5,0,0
30448,1,0,1,0,0,0,1,21,2018,11,28,1,0,0,0,88.0,1,1
30449,2,0,0,2,1,0,1,64,2018,6,10,1,0,0,0,126.9,0,1
30450,1,0,1,0,1,0,1,0,2018,10,3,2,1,0,1,65.0,0,0
30451,1,0,1,0,1,0,1,110,2018,10,9,0,0,0,0,120.0,0,1
30452,1,0,0,2,1,0,1,11,2018,10,26,1,0,0,0,130.0,0,1
30453,2,0,1,2,1,0,1,11,2018,11,7,1,0,0,0,205.0,2,0
30454,3,0,2,6,1,0,4,141,2018,8,17,1,0,0,0,139.95,0,1
30455,2,0,0,1,1,0,1,0,2018,5,6,1,0,0,0,80.0,0,0
30456,1,0,0,2,0,0,1,74,2018,10,27,1,0,0,0,80.1,3,0
30457,1,0,1,2,2,0,1,80,2018,9,26,0,0,0,0,86.0,0,0
30458,2,0,0,2,0,0,1,24,2018,11,18,0,0,0,0,70.0,0,0
30459,2,0,1,3,1,0,1,109,2017,12,28,0,0,0,0,43.5,2,0
30460,2,0,2,5,1,0,1,91,2018,1,1,0,0,0,0,43.43,0,0
30461,3,0,1,2,1,0,4,191,2018,8,22,1,0,0,0,137.7,0,1
30462,2,1,1,0,1,0,1,1,2018,3,28,1,0,0,0,119.0,0,0
30463,2,0,0,2,0,0,1,70,2018,10,18,1,0,0,0,97.2,2,0
30464,1,0,0,1,1,0,1,0,2017,8,11,2,0,0,0,88.0,0,0
30465,2,0,0,4,1,0,1,80,2018,11,15,1,0,0,0,88.4,1,0
30466,2,0,1,4,1,0,1,9,2017,8,31,1,0,0,0,109.0,2,1
30467,2,0,2,2,1,0,1,56,2017,9,25,0,0,0,0,185.0,0,0
30468,1,0,0,1,1,0,1,4,2018,10,25,1,0,0,0,104.0,0,0
30469,2,2,0,2,1,0,6,66,2018,10,20,1,0,0,0,190.8,1,0
30470,1,0,0,1,1,0,1,8,2018,9,1,1,0,0,0,139.0,0,0
30471,2,0,0,5,2,0,1,12,2018,3,1,1,0,0,0,130.22,2,1
30472,1,0,0,2,1,0,1,32,2017,11,20,0,0,0,0,73.0,0,0
30473,2,0,2,1,1,1,2,278,2018,7,16,1,0,0,0,103.95,0,1
30474,2,0,0,3,1,0,1,197,2018,8,24,0,0,0,0,72.25,1,0
30475,2,0,2,3,2,0,1,151,2018,7,3,0,0,0,0,300.0,0,1
30476,2,0,1,2,1,0,1,302,2018,9,16,0,0,0,0,100.0,0,1
30477,2,0,2,5,1,0,4,144,2018,7,23,1,0,0,0,112.2,1,1
30478,2,0,1,2,1,0,1,237,2017,9,14,1,0,0,0,89.25,0,1
30479,2,0,0,2,0,0,1,4,2018,1,22,1,0,0,0,84.0,0,0
30480,2,0,0,2,2,0,1,346,2018,9,13,0,0,0,0,115.0,1,1
30481,3,0,0,2,1,0,4,23,2018,6,1,1,0,0,0,159.0,0,1
30482,2,0,0,4,2,0,1,100,2018,9,28,0,0,0,0,140.0,1,0
30483,2,0,0,1,2,0,1,83,2017,9,30,0,0,0,0,112.2,0,0
30484,2,0,2,1,2,0,1,87,2018,10,23,0,0,0,0,106.25,1,0
30485,2,0,1,3,1,0,1,14,2017,9,7,1,0,0,0,109.75,2,0
30486,1,0,1,3,1,0,1,57,2018,6,20,1,0,0,0,99.9,0,1
30487,2,0,1,2,1,0,1,41,2017,10,19,1,0,0,0,103.5,2,0
30488,1,0,0,2,1,0,4,2,2018,10,12,3,0,0,0,110.0,0,0
30489,1,0,2,0,1,0,1,13,2018,6,26,1,0,0,0,125.0,1,1
30490,1,0,1,1,1,0,1,118,2018,6,6,0,0,0,0,110.0,0,0
30491,1,0,2,5,1,0,1,216,2018,11,6,1,0,0,0,172.23,0,1
30492,2,0,0,2,1,0,1,44,2018,11,3,1,0,0,0,77.76,0,0
30493,1,0,0,1,1,0,1,1,2018,6,22,1,0,0,0,135.0,1,0
30494,2,2,1,2,1,0,6,76,2018,12,5,1,0,0,0,165.6,1,0
30495,2,0,1,3,1,0,1,285,2018,10,3,0,0,0,0,100.0,0,1
30496,1,0,1,5,1,0,1,32,2018,12,27,0,0,0,0,63.33,0,0
30497,1,0,2,3,1,0,1,1,2018,2,4,1,0,0,0,85.0,0,0
30498,2,0,1,2,0,0,1,36,2018,10,28,1,0,0,0,109.0,1,0
30499,2,0,2,1,0,0,1,99,2018,7,16,1,0,0,0,94.5,1,1
30500,2,1,0,4,1,0,6,92,2018,6,1,1,0,0,0,187.85,1,0
30501,1,0,2,3,1,0,1,17,2018,11,6,1,0,0,0,112.57,1,0
30502,2,1,1,0,1,0,4,1,2017,8,24,1,1,0,2,123.5,3,0
30503,2,0,2,2,1,0,1,20,2018,9,24,1,0,0,0,117.2,0,1
30504,2,0,0,1,1,0,1,186,2018,4,22,0,0,0,0,80.0,0,0
30505,2,0,2,5,1,0,1,61,2018,12,22,1,0,0,0,88.4,4,0
30506,2,0,0,4,1,0,1,270,2018,4,20,0,0,0,0,80.0,0,0
30507,2,1,1,4,1,0,1,73,2018,10,12,1,0,0,0,135.0,1,1
30508,2,0,0,1,1,0,1,6,2018,2,16,1,0,0,0,91.0,1,1
30509,1,0,2,3,1,0,1,81,2018,7,3,1,0,0,0,108.9,1,0
30510,2,0,2,4,1,0,1,5,2017,9,10,1,0,0,0,134.83,0,0
30511,2,0,2,5,1,0,4,45,2017,10,31,1,0,0,0,90.64,2,0
30512,2,2,0,1,1,0,6,1,2018,5,20,1,0,0,0,198.77,1,0
30513,2,0,0,1,1,0,1,26,2018,6,8,0,0,0,0,120.0,0,0
30514,2,0,0,2,0,1,1,8,2018,2,16,1,0,0,0,88.0,1,0
30515,2,1,0,3,1,0,1,51,2017,10,21,1,0,0,0,112.0,2,0
30516,1,0,0,3,1,0,1,19,2017,10,6,0,1,1,0,80.0,0,0
30517,1,0,1,2,1,0,1,279,2018,10,10,0,0,0,0,76.5,1,0
30518,2,0,2,3,1,0,1,25,2017,11,22,0,0,0,0,65.0,0,0
30519,1,0,0,3,1,0,1,37,2018,10,13,0,0,0,0,95.0,0,0
30520,2,0,2,2,1,0,1,49,2018,5,13,1,0,0,0,126.9,1,0
30521,3,0,2,1,1,0,1,89,2018,9,25,0,0,0,0,127.33,0,1
30522,1,0,2,5,1,0,1,8,2017,8,19,1,0,0,0,80.0,2,0
30523,2,0,1,4,1,0,1,100,2018,12,26,1,0,0,0,102.34,0,1
30524,2,2,2,2,1,0,6,125,2018,6,3,1,0,0,0,187.85,1,0
30525,2,0,0,1,0,0,1,9,2018,4,19,1,0,0,0,89.0,0,1
30526,2,0,1,3,0,0,1,23,2018,12,1,1,0,0,0,74.8,1,0
30527,1,0,1,0,1,1,1,20,2018,7,17,1,0,0,0,154.0,1,0
30528,2,0,0,2,2,0,1,292,2018,7,21,0,0,0,0,115.0,0,1
30529,2,0,0,3,1,0,4,79,2018,11,17,1,0,0,0,102.6,1,1
30530,2,1,0,2,1,0,4,2,2018,8,24,1,0,0,0,164.0,1,0
30531,3,0,0,3,0,0,1,67,2018,3,10,1,0,0,0,69.5,1,0
30532,2,0,0,3,1,0,1,84,2018,3,3,1,0,0,0,78.3,0,1
30533,2,1,2,2,1,0,1,51,2018,12,4,0,0,0,0,68.0,1,0
30534,2,0,2,0,1,0,1,35,2018,9,25,1,0,0,0,117.0,2,0
30535,1,0,0,2,1,0,1,13,2018,2,18,1,0,0,0,94.0,1,0
30536,2,0,2,5,1,0,4,32,2018,6,26,1,0,0,0,126.26,1,0
30537,2,0,2,0,0,0,1,47,2018,9,11,1,0,0,0,125.1,1,0
30538,2,0,0,2,2,0,1,39,2017,8,14,0,0,0,0,109.0,0,0
30539,1,0,0,2,1,0,1,335,2018,10,13,0,0,0,0,80.0,0,0
30540,2,0,0,3,0,0,1,17,2018,9,15,1,0,0,0,125.67,0,1
30541,2,0,2,1,1,0,1,9,2018,6,12,1,0,0,0,123.33,0,1
30542,2,0,0,3,1,0,1,27,2018,10,19,0,0,0,0,85.0,0,0
30543,1,0,0,1,1,0,1,5,2017,12,2,2,1,0,2,74.0,0,0
30544,2,0,2,2,1,0,1,56,2017,9,25,0,0,0,0,185.0,0,0
30545,2,0,0,2,1,0,4,46,2018,4,1,1,0,0,0,104.4,0,1
30546,1,0,1,1,1,0,1,5,2017,10,19,1,0,0,0,120.0,1,0
30547,1,0,0,3,1,0,1,335,2018,10,13,0,0,0,0,80.0,0,0
30548,1,0,0,3,1,0,1,37,2018,10,13,0,0,0,0,95.0,0,0
30549,2,0,0,1,1,0,1,27,2018,6,9,0,0,0,0,120.0,0,0
30550,2,0,1,2,1,0,1,256,2017,9,14,0,0,0,0,76.67,0,0
30551,2,0,0,3,1,0,1,135,2018,5,11,1,0,0,0,105.3,2,1
30552,2,1,1,3,1,0,4,13,2018,2,29,0,0,0,0,86.8,0,1
30553,2,0,2,1,0,0,1,183,2018,10,29,1,0,0,0,80.1,2,1
30554,2,0,1,2,0,0,1,57,2018,3,11,1,0,0,0,67.5,0,1
30555,2,0,0,2,1,0,1,53,2018,11,18,0,0,0,0,75.0,0,0
30556,2,0,0,2,1,0,1,33,2018,2,19,1,0,0,0,88.4,1,0
30557,2,0,0,1,1,0,1,24,2017,10,9,1,0,0,0,117.0,1,0
30558,2,0,0,3,1,0,1,1,2017,9,3,1,0,0,0,130.33,0,0
30559,2,0,1,2,1,0,1,52,2017,11,6,1,0,0,0,73.2,1,0
30560,2,0,0,2,2,0,1,265,2018,6,24,0,0,0,0,115.0,1,1
30561,2,0,0,1,1,0,1,177,2018,7,30,1,0,0,0,105.3,0,1
30562,2,0,2,1,2,0,1,110,2017,7,25,0,0,0,0,94.5,0,1
30563,2,0,1,5,1,0,1,147,2018,7,18,1,0,0,0,78.76,0,1
30564,2,0,1,1,1,0,4,63,2018,4,2,1,0,0,0,107.1,0,0
30565,2,0,0,1,1,0,1,41,2018,4,21,1,0,0,0,81.08,0,1
30566,2,0,0,1,1,0,1,56,2018,6,8,0,0,0,0,120.0,0,0
30567,2,0,1,2,1,0,4,64,2018,10,31,1,0,0,0,105.6,4,0
30568,2,0,1,3,1,0,1,250,2018,9,26,0,0,0,0,95.0,0,1
30569,2,0,1,2,0,0,1,38,2018,2,26,1,0,0,0,61.07,1,0
30570,2,0,2,1,1,0,1,69,2018,9,11,1,0,0,0,135.9,1,0
30571,2,0,2,0,1,0,1,18,2018,4,3,1,0,0,0,101.0,0,1
30572,2,0,2,2,0,0,1,75,2018,7,10,1,0,0,0,99.0,1,0
30573,1,0,0,1,1,0,1,6,2018,3,2,0,0,0,0,65.8,0,0
30574,2,0,0,2,1,0,1,31,2018,2,4,2,0,0,0,81.5,0,0
30575,2,0,0,1,1,0,4,11,2017,10,9,1,0,0,0,155.0,2,0
30576,2,0,0,3,0,0,1,61,2018,11,17,1,0,0,0,79.2,1,0
30577,2,0,2,1,1,0,1,89,2017,11,28,1,0,0,0,55.63,2,0
30578,2,1,2,3,1,0,1,15,2018,3,12,1,0,0,0,116.2,2,0
30579,1,0,0,2,1,0,1,2,2018,4,13,2,1,0,2,89.0,1,0
30580,2,0,1,2,0,0,1,270,2018,9,30,1,0,0,0,95.4,1,1
30581,1,0,0,1,0,0,1,13,2018,11,8,1,0,0,0,140.0,0,0
30582,2,0,2,4,1,0,1,26,2017,9,5,1,0,0,0,116.85,1,1
30583,2,0,2,1,1,0,4,15,2018,6,26,1,0,0,0,146.0,1,0
30584,2,1,1,5,1,0,1,176,2018,8,1,1,0,0,0,114.75,0,1
30585,2,0,1,2,1,0,1,193,2018,6,20,0,0,0,0,120.0,0,1
30586,1,0,0,2,1,0,1,39,2017,11,27,1,0,0,0,90.9,2,0
30587,1,0,0,2,1,0,1,1,2018,1,28,1,0,0,0,85.0,0,0
30588,3,0,2,5,1,0,1,170,2018,7,24,1,0,0,0,95.13,2,0
30589,2,1,2,0,0,0,1,68,2018,9,4,1,0,0,0,87.3,2,0
30590,2,0,0,2,1,0,1,2,2018,11,18,1,0,0,0,111.0,1,0
30591,2,0,1,1,2,0,1,247,2018,6,6,0,0,0,0,115.0,0,1
30592,2,0,0,3,1,0,1,84,2018,3,3,0,0,0,0,38.67,0,0
30593,2,0,2,2,1,0,2,82,2017,7,19,1,0,0,0,76.5,1,1
30594,2,0,2,5,2,0,1,90,2018,4,23,1,0,0,0,99.45,1,1
30595,2,1,1,2,1,0,6,4,2018,12,23,4,1,0,1,0.0,0,0
30596,2,0,1,1,1,0,1,3,2018,8,22,2,0,0,0,100.0,0,0
30597,1,0,0,1,1,0,1,32,2018,11,4,1,0,0,0,124.0,1,1
30598,2,0,0,3,0,0,1,118,2018,6,2,1,0,0,0,116.1,0,1
30599,3,0,1,2,1,0,4,22,2018,7,1,1,0,0,0,168.3,0,1
30600,1,0,0,1,1,0,1,15,2018,2,19,2,0,0,0,81.0,0,0
30601,2,0,2,3,1,0,4,44,2018,4,10,1,0,0,0,113.52,0,1
30602,2,0,1,3,1,0,1,159,2018,8,1,1,0,0,0,99.45,1,0
30603,3,0,1,2,1,0,4,165,2018,10,7,1,0,0,0,151.2,0,1
30604,2,0,2,2,1,0,4,52,2018,12,9,1,0,0,0,96.9,1,0
30605,1,0,0,3,1,0,1,71,2018,6,14,0,0,0,0,120.0,0,0
30606,2,0,0,2,1,0,1,94,2018,4,12,1,0,0,0,96.3,1,0
30607,1,0,2,1,1,0,1,179,2018,9,24,1,0,0,0,126.9,2,1
30608,2,0,0,3,1,0,2,43,2018,1,14,1,0,0,0,86.75,1,0
30609,1,0,0,1,0,0,1,9,2018,3,17,1,0,0,0,97.0,1,0
30610,1,0,0,2,1,0,1,151,2018,1,19,0,0,0,0,71.0,0,0
30611,2,0,2,2,1,0,1,16,2018,5,8,0,0,0,0,80.75,0,0
30612,1,0,0,1,1,0,1,8,2018,3,2,1,0,0,0,86.0,0,0
30613,1,0,0,1,1,0,1,1,2018,4,13,2,0,0,0,65.0,0,0
30614,1,0,0,3,1,0,1,308,2018,11,23,1,0,0,0,78.3,2,1
30615,1,0,0,3,1,0,1,71,2018,6,14,0,0,0,0,120.0,0,0
30616,1,0,1,0,1,0,5,21,2018,2,29,0,0,0,0,142.0,0,0
30617,1,0,0,1,1,0,1,14,2017,10,15,0,0,0,0,100.0,0,0
30618,2,0,1,3,1,0,1,40,2018,10,24,0,0,0,0,85.0,0,0
30619,2,0,0,4,1,0,4,57,2018,9,6,1,0,0,0,130.5,2,0
30620,2,0,1,1,0,0,1,55,2018,12,10,1,0,0,0,79.2,2,0
30621,2,0,1,2,1,0,1,52,2017,10,23,1,0,0,0,94.5,3,0
30622,2,0,2,2,1,0,1,72,2018,11,18,1,0,0,0,70.72,0,0
30623,2,0,1,1,1,0,1,42,2018,8,15,0,0,0,0,76.5,0,0
30624,2,0,2,1,1,0,1,41,2018,3,13,2,0,0,0,85.67,0,0
30625,2,0,4,7,1,0,4,122,2018,7,23,1,0,0,0,87.58,1,0
30626,2,0,1,3,2,0,1,210,2017,10,8,0,0,0,0,86.0,0,1
30627,1,0,0,1,1,0,1,1,2017,7,30,4,0,0,0,0.0,1,0
30628,3,0,2,2,0,0,1,169,2018,5,20,0,0,0,0,107.25,1,1
30629,1,0,0,3,1,0,1,95,2018,6,14,0,0,0,0,120.0,0,1
30630,2,1,0,2,1,0,1,179,2018,8,31,1,0,0,0,127.8,0,1
30631,3,0,2,1,1,0,4,47,2018,9,11,1,0,0,0,168.3,1,0
30632,3,0,1,2,2,0,4,7,2018,2,29,1,0,0,0,193.0,2,0
30633,2,0,2,5,1,0,4,53,2018,9,4,1,0,0,0,131.14,0,1
30634,1,0,1,2,1,0,1,4,2018,2,19,2,0,0,0,81.0,0,0
30635,2,0,1,2,0,0,1,185,2018,12,16,1,0,0,0,79.2,0,1
30636,2,0,1,1,0,0,1,1,2018,6,13,1,0,0,0,79.0,2,0
30637,2,0,2,5,1,0,4,64,2018,9,4,1,0,0,0,131.14,0,1
30638,2,0,2,1,1,0,1,73,2018,11,27,0,0,0,0,75.0,0,0
30639,2,0,0,1,1,0,1,10,2018,3,11,0,0,0,0,75.0,0,0
30640,2,0,1,2,0,0,1,15,2018,8,29,1,0,0,0,118.0,1,0
30641,2,0,3,6,0,0,1,314,2018,12,26,1,0,0,0,68.66,0,1
30642,2,0,1,0,1,0,1,1,2018,3,28,1,0,0,0,101.0,0,0
30643,2,0,0,2,1,0,1,245,2018,6,17,0,0,0,0,75.0,0,1
30644,2,0,1,4,1,0,4,15,2017,12,30,1,0,0,0,123.0,2,0
30645,2,0,2,0,1,0,1,75,2018,8,14,1,0,0,0,135.9,0,1
30646,2,0,2,1,1,0,2,34,2018,6,12,1,0,0,0,119.5,1,0
30647,2,0,2,1,1,0,1,87,2018,6,26,0,0,0,0,77.29,0,0
30648,2,1,1,3,1,0,1,41,2018,10,24,0,0,0,0,100.0,0,0
30649,3,0,1,2,1,0,7,29,2018,9,26,1,0,0,0,184.06,1,0
30650,2,0,2,1,0,0,1,127,2018,11,13,1,0,0,0,79.2,1,1
30651,2,0,2,2,0,0,1,208,2018,7,30,1,0,0,0,80.75,0,1
30652,2,0,0,1,1,0,1,43,2017,9,17,1,0,0,0,94.5,2,0
30653,1,0,2,2,1,0,1,14,2018,11,6,1,0,0,0,117.3,0,0
30654,1,0,0,1,1,0,4,20,2018,5,26,3,1,1,1,110.0,0,0
30655,3,0,0,3,1,0,1,3,2017,8,13,1,0,0,0,140.0,1,0
30656,1,0,0,4,0,0,1,44,2018,4,13,1,0,0,0,116.0,0,1
30657,2,0,0,2,2,0,1,265,2018,6,24,0,0,0,0,115.0,1,1
30658,2,0,1,1,1,0,1,14,2017,10,19,1,0,0,0,126.0,2,0
30659,1,0,1,2,0,0,1,6,2018,5,9,0,0,0,0,85.0,0,0
30660,2,0,2,2,1,0,1,60,2018,3,20,0,0,0,0,75.0,0,1
30661,2,0,2,5,0,0,1,185,2018,8,13,1,0,0,0,89.25,0,1
30662,2,2,2,2,1,0,6,130,2018,12,23,1,0,0,0,144.5,0,0
30663,2,0,2,3,1,0,4,45,2018,11,24,1,0,0,0,96.9,2,0
30664,2,0,1,3,1,0,4,120,2018,8,15,1,0,0,0,125.55,0,1
30665,1,0,0,3,1,0,1,71,2018,6,14,0,0,0,0,120.0,0,0
30666,1,0,0,1,1,0,1,32,2018,11,4,1,0,0,0,124.0,1,1
30667,2,0,0,4,1,0,1,76,2018,7,6,0,0,0,0,72.25,0,0
30668,3,0,2,1,1,0,4,52,2018,3,19,1,0,0,0,131.4,1,1
30669,1,0,0,2,1,0,4,70,2018,4,22,1,0,0,0,127.8,1,1
30670,1,0,1,0,0,0,1,180,2018,10,10,1,0,0,0,98.1,1,0
30671,2,0,1,2,1,0,1,33,2018,6,20,0,0,0,0,85.5,0,0
30672,2,1,0,1,1,0,4,9,2018,8,6,0,0,0,0,147.3,1,0
30673,1,0,0,1,1,0,1,41,2018,5,24,2,0,0,0,89.0,0,1
30674,2,0,0,4,1,0,1,110,2017,12,9,0,0,0,0,70.0,0,0
30675,2,2,0,3,1,0,6,52,2018,9,14,1,0,0,0,207.9,1,1
30676,2,1,1,1,1,0,1,165,2018,8,1,1,0,0,0,94.56,2,0
30677,1,0,1,0,1,0,1,20,2018,1,10,2,0,0,0,66.0,0,0
30678,2,0,0,3,0,0,1,28,2018,10,18,1,0,0,0,91.63,1,0
30679,3,0,1,1,1,0,4,6,2018,4,16,1,0,0,0,152.0,1,0
30680,1,0,1,3,1,0,1,20,2018,9,19,2,0,0,0,119.0,0,0
30681,2,0,1,2,1,0,4,7,2018,8,19,1,0,0,0,145.0,2,0
30682,2,0,0,2,0,0,1,13,2018,2,12,1,0,0,0,79.0,1,0
30683,2,0,1,5,1,0,1,5,2017,8,10,1,0,0,0,90.0,2,0
30684,2,0,2,2,1,0,1,11,2017,10,23,0,0,0,0,88.5,0,0
30685,0,2,2,3,1,0,2,151,2018,8,19,1,0,0,0,99.3,1,1
30686,3,0,2,3,1,0,4,121,2018,8,18,1,0,0,0,139.5,2,0
30687,1,0,1,2,1,0,1,114,2018,7,1,0,0,0,0,75.0,0,1
30688,1,1,2,2,1,0,1,68,2018,4,24,0,0,0,0,79.56,0,1
30689,2,0,0,3,0,0,1,184,2018,11,24,1,0,0,0,69.9,0,1
30690,2,0,2,3,1,0,1,212,2018,5,20,0,0,0,0,78.0,1,0
30691,2,0,1,2,1,0,1,6,2017,8,24,1,0,0,0,90.0,0,0
30692,2,0,0,2,1,0,6,110,2018,10,14,1,0,0,0,190.8,1,0
30693,2,0,2,2,1,0,1,5,2018,12,30,1,0,0,0,122.48,2,0
30694,2,0,2,1,0,0,1,43,2018,11,12,1,0,0,0,92.4,1,0
30695,2,0,0,3,1,0,1,43,2018,7,19,1,0,0,0,123.9,0,1
30696,2,0,0,2,2,0,1,39,2017,8,14,0,0,0,0,101.5,0,0
30697,2,0,0,4,1,0,4,85,2018,4,19,1,0,0,0,124.53,0,1
30698,1,0,0,3,1,0,1,166,2018,11,1,0,0,0,0,110.0,0,1
